dept_name_raw,class_100,class_200,class_300_400,class_500,class_700,class_800,class_900,total,fiscal_year,dept_name,dept_code,abbreviation,dept_major_code
Managing Director-Public Safety,1703158.0,6825000.0,0.0,0.0,0.0,0.0,0.0,8528158.0,2025,MDO: Public Safety,10-PS,,10
Mayor's Office,13390483.0,1486250.0,323011.0,0.0,0.0,0.0,0.0,15199744.0,2025,Mayor's Office,05,Mayor,05
Mayor's Office - Scholarships,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025,Mayor's Office: Scholarships,05-S,,05
Mural Arts Program,629179.0,2054141.0,0.0,0.0,0.0,0.0,0.0,2683320.0,2025,Mural Arts Program,50,Mural Arts,50
Office of Behavioral Health and Intellectual disAbility,3661271.0,25233432.0,104000.0,0.0,0.0,0.0,0.0,28998703.0,2025,Behavioral Health and Intellectual Disability Services,15,DBH/IDS,15
Office of Children and Families,949098.0,0.0,0.0,0.0,0.0,0.0,0.0,949098.0,2025,Office of Children and Families,66,OCF,66
Office of Community Empowerment and Opportunity,3511054.0,1886857.0,515998.0,0.0,0.0,0.0,0.0,5913909.0,2025,Mayor's Office of Community Empowerment and Opportunity,08,CEO,08
Office of Homeless Services,10635985.0,77701846.0,344127.0,32421.0,0.0,0.0,0.0,88714379.0,2025,Office of Homeless Services,24,OHS,24
Office of Human Resources,6530282.0,2762871.0,72903.0,0.0,0.0,0.0,0.0,9366056.0,2025,Office of Human Resources,56,OHR,56
Office of Innovation and Technology,32055120.0,61947989.0,9779123.0,0.0,0.0,0.0,0.0,103782232.0,2025,Office of Innovation and Technology,04,OIT,04
Office of Innovation and Technology-911,1728732.0,18046883.0,8064399.0,0.0,0.0,0.0,0.0,27840014.0,2025,OIT: 911,04-911,,04
Office of Property Assessment,16021562.0,1926020.0,362600.0,0.0,0.0,0.0,0.0,18310182.0,2025,Office of Property Assessment,59,OPA,59
Office of Sustainability,1487029.0,786984.0,1000.0,0.0,0.0,175000.0,0.0,2450013.0,2025,Office of Sustainability,49,Sustainability,49
Office of the Chief Administrative Officer,6093903.0,11115698.0,34533.0,0.0,0.0,0.0,0.0,17244134.0,2025,Office of the Chief Administrative Officer,65,CAO,65
Office of the Inspector General,2238188.0,99695.0,8665.0,0.0,0.0,0.0,0.0,2346548.0,2025,Office of the Inspector General,48,OIG,48
Parks and Recreation,64270972.0,8488442.0,3500038.0,1500000.0,0.0,0.0,0.0,77759452.0,2025,Department of Parks and Recreation,16,Parks & Recreation,16
Planning and Development,7031654.0,4006463.0,116305.0,3000000.0,0.0,0.0,0.0,14154422.0,2025,Department of Planning and Development,72,Planning & Development,72
Police,841047186.0,19504171.0,16884475.0,0.0,0.0,0.0,0.0,877435832.0,2025,Police Department,11,Police,11
Prisons,172652248.0,119840329.0,6768447.0,1701757.0,0.0,0.0,0.0,300962781.0,2025,Philadelphia Prison System,23,Prisons,23
Procurement,3612226.0,3576628.0,46868.0,0.0,0.0,0.0,0.0,7235722.0,2025,Procurement Department,38,Procurement,38
Public Health,69433197.0,70595734.0,8324326.0,0.0,0.0,923404.0,0.0,149276661.0,2025,Department of Public Health,14,Public Health,14
Public Property,9499821.0,48969748.0,1354966.0,0.0,0.0,28589244.0,0.0,88413779.0,2025,Department of Public Property,20,Public Property,20
Public Property-SEPTA Subsidy,0.0,133291440.0,0.0,0.0,0.0,0.0,0.0,133291440.0,2025,Public Property: SEPTA Subsidy,20-SS,,20
Public Property-Space Rentals,0.0,38513929.0,0.0,0.0,0.0,0.0,0.0,38513929.0,2025,Public Property: Space Rentals,20-SR,,20
Public Property-Utilities,0.0,26276250.0,0.0,0.0,0.0,0.0,0.0,26276250.0,2025,Public Property: Utilities,20-U,,20
Records,3623071.0,704122.0,143758.0,0.0,0.0,0.0,0.0,4470951.0,2025,Department of Records,31,Records,31
Register of Wills,4450243.0,421959.0,152596.0,0.0,0.0,0.0,0.0,5024798.0,2025,Register of Wills,68,,68
Revenue,22626664.0,5021686.0,2069045.0,0.0,0.0,0.0,0.0,29717395.0,2025,Department of Revenue,36,Revenue,36
Sheriff,31732741.0,1347080.0,1287133.0,0.0,0.0,0.0,0.0,34366954.0,2025,Office of the Sheriff,70,Sheriff,70
Sinking Fund Commission (Debt Service),0.0,120860169.0,0.0,0.0,234667304.0,0.0,0.0,355527473.0,2025,Sinking Fund Commission,37,Sinking Fund,37
Streets,96254427.0,896616.0,8437104.0,53171.0,0.0,0.0,0.0,105641318.0,2025,Streets Department,12,Streets,12
Streets-Disposal,0.0,59589127.0,0.0,0.0,0.0,0.0,0.0,59589127.0,2025,Streets: Disposal,12-D,,12
Recession Reserve,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025,Finance: Recession Reserve,35-RR,Recession Reserve,35
