dept_name_raw,class_100,class_200,class_300_400,class_500,class_700,class_800,class_900,total,fiscal_year,dept_name,dept_code,abbreviation,dept_major_code
Finance-School District Contribution,0.0,0.0,0.0,255953201.0,0.0,0.0,0.0,255953201.0,2022,Finance: School District Contribution,35-SD,,35
Finance-Witness Fees,0.0,171518.0,0.0,0.0,0.0,0.0,0.0,171518.0,2022,Finance: Witness Fees,35-WF,,35
Fire,332992022.0,6728143.0,11275064.0,0.0,0.0,10071000.0,0.0,361066229.0,2022,Fire Department,13,Fire,13
First Judicial District,104868556.0,8643039.0,2231868.0,0.0,0.0,0.0,0.0,115743463.0,2022,First Judicial District,84,FJD,84
Fleet Management,18695138.0,5401396.0,20684642.0,0.0,0.0,0.0,0.0,44781176.0,2022,Office of Fleet Management,25,Fleet,25
Fleet Management -Vehicle Lease/Purch.,0.0,0.0,9307852.0,0.0,0.0,0.0,0.0,9307852.0,2022,Fleet: Vehicle Lease/Purchases,25-V,,25
Free Library,38171857.0,2615022.0,1842128.0,0.0,0.0,0.0,0.0,42629007.0,2022,The Free Library of Philadelphia,52,Free Library,52
Human Relations Commission,2325040.0,34657.0,28031.0,0.0,0.0,0.0,0.0,2387728.0,2022,Commission on Human Relations,54,Human Relations,54
Human Services,32182866.0,140710334.0,2111970.0,1393638.0,0.0,0.0,0.0,176398808.0,2022,Department of Human Services,22,DHS,22
L&I-Board of Building Standards,82018.0,0.0,0.0,0.0,0.0,0.0,0.0,82018.0,2022,L&I: Board of Building and Standards,29,,29
L&I-Board of L&I Review,165635.0,10436.0,0.0,0.0,0.0,0.0,0.0,176071.0,2022,L&I: Board of Review,27,,27
Labor,2939422.0,352817.0,21420.0,0.0,0.0,0.0,0.0,3313659.0,2022,Labor,03,,03
Law,14452037.0,4668260.0,184676.0,0.0,0.0,0.0,0.0,19304973.0,2022,Law Department,44,Law,44
Licenses & Inspection,24608806.0,13522002.0,834475.0,0.0,0.0,0.0,0.0,38965283.0,2022,Department of Licenses and Inspections,26,L&I,26
Managing Director,42224013.0,44477850.0,4059265.0,2500000.0,0.0,0.0,0.0,93261128.0,2022,Managing Director's Office,10,MDO,10
Managing Director-Legal Services,0.0,50938782.0,0.0,0.0,0.0,0.0,0.0,50938782.0,2022,MDO: Legal Services,10-LS,,10
Mayor's Office,5892600.0,780260.0,41341.0,0.0,0.0,0.0,0.0,6714201.0,2022,Mayor's Office,05,Mayor,05
Mayor's Office - Scholarships,0.0,0.0,0.0,100000.0,0.0,0.0,0.0,100000.0,2022,Mayor's Office: Scholarships,05-S,,05
Mural Arts Program,629992.0,1695610.0,0.0,0.0,0.0,0.0,0.0,2325602.0,2022,Mural Arts Program,50,Mural Arts,50
Office of Arts & Culture & the Creative Economy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022,"Office of Arts, Culture, and the Creative Economy",58,Arts & Culture,58
Office of Behavioral Health and Intellectual disAbility,2980922.0,20522810.0,43200.0,0.0,0.0,0.0,0.0,23546932.0,2022,Behavioral Health and Intellectual Disability Services,15,DBH/IDS,15
Office of Children and Families,442000.0,0.0,0.0,0.0,0.0,0.0,0.0,442000.0,2022,Office of Children and Families,66,OCF,66
Office of Community Empowerment and Opportunity,45000.0,0.0,0.0,0.0,0.0,0.0,0.0,45000.0,2022,Mayor's Office of Community Empowerment and Opportunity,08,CEO,08
Office of Homeless Services,9307467.0,45637327.0,344127.0,32421.0,0.0,0.0,0.0,55321342.0,2022,Office of Homeless Services,24,OHS,24
Office of Human Resources,5053802.0,997570.0,69432.0,0.0,0.0,0.0,0.0,6120804.0,2022,Office of Human Resources,56,OHR,56
Office of Innovation and Technology,29657871.0,48514689.0,2983610.0,0.0,0.0,0.0,0.0,81156170.0,2022,Office of Innovation and Technology,04,OIT,04
Office of Innovation and Technology-911,1341547.0,21928631.0,8064399.0,0.0,0.0,0.0,0.0,31334577.0,2022,OIT: 911,04-911,,04
Office of Property Assessment,14395213.0,2026020.0,362600.0,0.0,0.0,0.0,0.0,16783833.0,2022,Office of Property Assessment,59,OPA,59
Office of Sustainability,722621.0,473366.0,1000.0,0.0,0.0,175000.0,0.0,1371987.0,2022,Office of Sustainability,49,Sustainability,49
Office of the Chief Administrative Officer,5062173.0,3865698.0,2016665.0,0.0,0.0,0.0,0.0,10944536.0,2022,Office of the Chief Administrative Officer,65,CAO,65
Office of the Inspector General,1504223.0,97975.0,5225.0,0.0,0.0,0.0,0.0,1607423.0,2022,Office of the Inspector General,48,OIG,48
Parks and Recreation,52352786.0,5659542.0,2552225.0,1500000.0,0.0,0.0,0.0,62064553.0,2022,Department of Parks and Recreation,16,Parks & Recreation,16
Planning and Development,4873604.0,3619463.0,80761.0,0.0,0.0,0.0,0.0,8573828.0,2022,Department of Planning and Development,72,Planning & Development,72
Police,704349409.0,10418373.0,12239952.0,0.0,0.0,0.0,0.0,727007734.0,2022,Police Department,11,Police,11
Prisons,126635188.0,97960934.0,5499455.0,1201757.0,0.0,0.0,0.0,231297334.0,2022,Philadelphia Prison System,23,Prisons,23
Procurement,2648235.0,2795744.0,12359.0,0.0,0.0,0.0,0.0,5456338.0,2022,Procurement Department,38,Procurement,38
Public Health,58752291.0,95447448.0,7366053.0,0.0,0.0,923404.0,0.0,162489196.0,2022,Department of Public Health,14,Public Health,14
Public Property,10098527.0,35725814.0,1338535.0,0.0,0.0,26262470.0,0.0,73425346.0,2022,Department of Public Property,20,Public Property,20
Public Property-SEPTA Subsidy,0.0,91214000.0,0.0,0.0,0.0,0.0,0.0,91214000.0,2022,Public Property: SEPTA Subsidy,20-SS,,20
Public Property-Space Rentals,0.0,30249634.0,0.0,0.0,0.0,0.0,0.0,30249634.0,2022,Public Property: Space Rentals,20-SR,,20
Public Property-Utilities,0.0,24875748.0,0.0,0.0,0.0,0.0,0.0,24875748.0,2022,Public Property: Utilities,20-U,,20
Records,3009970.0,758985.0,143758.0,0.0,0.0,0.0,0.0,3912713.0,2022,Department of Records,31,Records,31
Register of Wills,3856193.0,125000.0,140236.0,0.0,0.0,0.0,0.0,4121429.0,2022,Register of Wills,68,,68
Revenue,20380548.0,6087749.0,774976.0,0.0,0.0,0.0,0.0,27243273.0,2022,Department of Revenue,36,Revenue,36
Sheriff,25192450.0,1105267.0,498157.0,0.0,0.0,0.0,0.0,26795874.0,2022,Office of the Sheriff,70,Sheriff,70
Sinking Fund Commission (Debt Service),0.0,104560657.0,0.0,0.0,192666858.0,0.0,0.0,297227515.0,2022,Sinking Fund Commission,37,Sinking Fund,37
Streets,90986330.0,8417345.0,14215207.0,53171.0,0.0,0.0,0.0,113672053.0,2022,Streets Department,12,Streets,12
Streets-Disposal,0.0,59762580.0,0.0,0.0,0.0,0.0,0.0,59762580.0,2022,Streets: Disposal,12-D,,12
Recession Reserve,0.0,0.0,0.0,0.0,0.0,0.0,75000000.0,75000000.0,2022,Finance: Recession Reserve,35-RR,Recession Reserve,35
Art Museum,0.0,0.0,0.0,2040000.0,0.0,0.0,0.0,2040000.0,2023,Art Museum,34,,34
Auditing (City Controller),10228948.0,497450.0,25000.0,0.0,0.0,0.0,0.0,10751398.0,2023,City Controller's Office,61,,61
Board of Ethics,1100255.0,52500.0,7500.0,0.0,0.0,0.0,0.0,1160255.0,2023,Board of Ethics,45,,45
Board of Revision of Taxes,1030360.0,37900.0,17727.0,0.0,0.0,0.0,0.0,1085987.0,2023,Board of Revision of Taxes,63,BRT,63
City Commissioners,10891604.0,9285101.0,2649217.0,0.0,0.0,0.0,0.0,22825922.0,2023,City Commissioner's Office,73,City Commissioners,73
City Council,15960750.0,2521885.0,528650.0,100.0,0.0,100.0,100.0,19011585.0,2023,City Council,01,,01
City Treasurer,1554893.0,3116468.0,22224.0,0.0,0.0,0.0,0.0,4693585.0,2023,Office of the City Treasurer,40,City Treasurer,40
Civil Service Commission,180988.0,29500.0,1094.0,0.0,0.0,0.0,10566357.0,10777939.0,2023,Civil Service Commission,55,,55
Commerce,5322555.0,8560549.0,62654.0,505000.0,0.0,0.0,0.0,14450758.0,2023,Office of the Director of Commerce,42,Commerce,42
Commerce-Convention Center Subsidy,0.0,15000000.0,0.0,0.0,0.0,0.0,0.0,15000000.0,2023,Commerce: Convention Center Subsidy,42-CC,,42
Commerce-Economic Stimulus,0.0,13334550.0,0.0,0.0,0.0,0.0,0.0,13334550.0,2023,Commerce: Economic Stimulus,42-ES,,42
District Attorney,39428794.0,3343738.0,533417.0,0.0,0.0,0.0,0.0,43305949.0,2023,District Attorney's Office,69,DAO,69
Finance,10718490.0,3964949.0,38616.0,4504000.0,0.0,27922480.0,0.0,47148535.0,2023,Office of the Director of Finance,35,Finance,35
Finance-Budget Stabilization,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023,Finance: Budget Stabilization Reserve,35-BSR,,35
Finance-Community College Subsidy,0.0,0.0,0.0,50106653.0,0.0,0.0,0.0,50106653.0,2023,Finance: Community College Subsidy,35-CC,,35
Finance-Employee Benefits,1603396709.0,0.0,0.0,0.0,0.0,0.0,0.0,1603396709.0,2023,Finance: Employee Benefits,35-EB,Employee Benefits,35
Finance-Hero Scholarship Awards,0.0,0.0,0.0,50000.0,0.0,0.0,0.0,50000.0,2023,Finance: Hero Scholarship Awards,35-HA,,35
Finance-Indemnities,0.0,0.0,0.0,49246000.0,0.0,0.0,0.0,49246000.0,2023,Finance: Indemnities,35-IN,,35
Finance-Refunds,0.0,0.0,0.0,250000.0,0.0,0.0,0.0,250000.0,2023,Finance: Refunds,35-R,,35
Finance-Reg #32,2800000.0,0.0,0.0,0.0,0.0,0.0,0.0,2800000.0,2023,Finance: Reg #32,35-R32,,35
Finance-School District Contribution,0.0,0.0,0.0,269953201.0,0.0,0.0,0.0,269953201.0,2023,Finance: School District Contribution,35-SD,,35
Finance-Witness Fees,0.0,171518.0,0.0,0.0,0.0,0.0,0.0,171518.0,2023,Finance: Witness Fees,35-WF,,35
Fire,354272272.0,7068282.0,12445064.0,0.0,0.0,7055640.0,0.0,380841258.0,2023,Fire Department,13,Fire,13
First Judicial District,108950101.0,8643039.0,2231868.0,0.0,0.0,0.0,0.0,119825008.0,2023,First Judicial District,84,FJD,84
Fleet Services,20510205.0,5449396.0,23232642.0,0.0,0.0,0.0,0.0,49192243.0,2023,Office of Fleet Management,25,Fleet,25
Fleet Services -Vehicle Lease/Purch.,0.0,0.0,9307852.0,0.0,0.0,0.0,0.0,9307852.0,2023,Fleet: Vehicle Lease/Purchases,25-V,,25
Free Library,50220431.0,3496262.0,2042128.0,0.0,0.0,0.0,0.0,55758821.0,2023,The Free Library of Philadelphia,52,Free Library,52
Human Relations Commission,2495189.0,43333.0,28031.0,0.0,0.0,0.0,0.0,2566553.0,2023,Commission on Human Relations,54,Human Relations,54
Human Services,34348905.0,151445655.0,2111970.0,0.0,0.0,0.0,0.0,187906530.0,2023,Department of Human Services,22,DHS,22
L&I-Board of Building Standards,84116.0,0.0,0.0,0.0,0.0,0.0,0.0,84116.0,2023,L&I: Board of Building and Standards,29,,29
L&I-Board of L&I Review,170377.0,10436.0,0.0,0.0,0.0,0.0,0.0,180813.0,2023,L&I: Board of Review,27,,27
Labor,3414271.0,462617.0,24420.0,0.0,0.0,0.0,0.0,3901308.0,2023,Labor,03,,03
Law,15307139.0,5979915.0,190676.0,0.0,0.0,0.0,0.0,21477730.0,2023,Law Department,44,Law,44
Licenses & Inspection,26590298.0,13146162.0,809475.0,0.0,0.0,0.0,0.0,40545935.0,2023,Department of Licenses and Inspections,26,L&I,26
Managing Director,35448189.0,83855209.0,2418018.0,3000000.0,0.0,0.0,0.0,124721416.0,2023,Managing Director's Office,10,MDO,10
Managing Director-Legal Services,0.0,52487199.0,0.0,0.0,0.0,0.0,0.0,52487199.0,2023,MDO: Legal Services,10-LS,,10
Mayor's Office,6123607.0,815680.0,31341.0,0.0,0.0,0.0,0.0,6970628.0,2023,Mayor's Office,05,Mayor,05
Mayor's Office - Scholarships,0.0,0.0,0.0,100000.0,0.0,0.0,0.0,100000.0,2023,Mayor's Office: Scholarships,05-S,,05
Mural Arts Program,598075.0,1920610.0,0.0,0.0,0.0,0.0,0.0,2518685.0,2023,Mural Arts Program,50,Mural Arts,50
Office of Behavioral Health and Intellectual disAbility,3554824.0,23723599.0,0.0,0.0,0.0,0.0,0.0,27278423.0,2023,Behavioral Health and Intellectual Disability Services,15,DBH/IDS,15
Office of Children and Families,453946.0,0.0,0.0,0.0,0.0,0.0,0.0,453946.0,2023,Office of Children and Families,66,OCF,66
Office of Community Empowerment and Opportunity,177185.0,1714007.0,3808.0,0.0,0.0,0.0,0.0,1895000.0,2023,Mayor's Office of Community Empowerment and Opportunity,08,CEO,08
Office of Homeless Services,9881368.0,58638836.0,344127.0,32421.0,0.0,0.0,0.0,68896752.0,2023,Office of Homeless Services,24,OHS,24
Office of Human Resources,5753121.0,966067.0,69432.0,0.0,0.0,0.0,0.0,6788620.0,2023,Office of Human Resources,56,OHR,56
Office of Innovation and Technology,30744051.0,53368720.0,2986610.0,0.0,0.0,0.0,0.0,87099381.0,2023,Office of Innovation and Technology,04,OIT,04
Office of Innovation and Technology-911,1416547.0,20150466.0,8064399.0,0.0,0.0,0.0,0.0,29631412.0,2023,OIT: 911,04-911,,04
Office of Property Assessment,15524777.0,1926020.0,362600.0,0.0,0.0,0.0,0.0,17813397.0,2023,Office of Property Assessment,59,OPA,59
Office of Sustainability,870116.0,271366.0,1000.0,0.0,0.0,175000.0,0.0,1317482.0,2023,Office of Sustainability,49,Sustainability,49
Office of the Chief Administrative Officer,6238627.0,6327056.0,2082265.0,0.0,0.0,0.0,0.0,14647948.0,2023,Office of the Chief Administrative Officer,65,CAO,65
Office of the Inspector General,2148400.0,97975.0,5225.0,0.0,0.0,0.0,0.0,2251600.0,2023,Office of the Inspector General,48,OIG,48
Parks and Recreation,56916061.0,6975582.0,2754425.0,1500000.0,0.0,0.0,0.0,68146068.0,2023,Department of Parks and Recreation,16,Parks & Recreation,16
Planning and Development,5735470.0,3839463.0,89761.0,3000000.0,0.0,0.0,0.0,12664694.0,2023,Department of Planning and Development,72,Planning & Development,72
Police,752550599.0,12667116.0,16549152.0,0.0,0.0,0.0,0.0,781766867.0,2023,Police Department,11,Police,11
Prisons,135495470.0,104696211.0,4674595.0,1201757.0,0.0,0.0,0.0,246068033.0,2023,Philadelphia Prison System,23,Prisons,23
Procurement,3298639.0,3431115.0,39359.0,0.0,0.0,0.0,0.0,6769113.0,2023,Procurement Department,38,Procurement,38
Public Health,62683660.0,88784022.0,6746403.0,0.0,0.0,923404.0,0.0,159137489.0,2023,Department of Public Health,14,Public Health,14
Public Property,10700937.0,37608915.0,1338535.0,0.0,0.0,27184004.0,0.0,76832391.0,2023,Department of Public Property,20,Public Property,20
Public Property-SEPTA Subsidy,0.0,100699000.0,0.0,0.0,0.0,0.0,0.0,100699000.0,2023,Public Property: SEPTA Subsidy,20-SS,,20
Public Property-Space Rentals,0.0,31124135.0,0.0,0.0,0.0,0.0,0.0,31124135.0,2023,Public Property: Space Rentals,20-SR,,20
Public Property-Utilities,0.0,25291034.0,0.0,0.0,0.0,0.0,0.0,25291034.0,2023,Public Property: Utilities,20-U,,20
Records,3364422.0,758985.0,143758.0,0.0,0.0,0.0,0.0,4267165.0,2023,Department of Records,31,Records,31
Register of Wills,4130872.0,406959.0,140236.0,0.0,0.0,0.0,0.0,4678067.0,2023,Register of Wills,68,,68
Revenue,21756185.0,4106407.0,774976.0,0.0,0.0,0.0,0.0,26637568.0,2023,Department of Revenue,36,Revenue,36
Sheriff,26844230.0,1305267.0,848157.0,0.0,0.0,0.0,0.0,28997654.0,2023,Office of the Sheriff,70,Sheriff,70
Sinking Fund Commission (Debt Service),0.0,115087498.0,0.0,0.0,193710223.0,0.0,0.0,308797721.0,2023,Sinking Fund Commission,37,Sinking Fund,37
Streets,122120102.0,13325345.0,21994981.0,53171.0,0.0,0.0,0.0,157493599.0,2023,Streets Department,12,Streets,12
Streets-Disposal,0.0,55027802.0,0.0,0.0,0.0,0.0,0.0,55027802.0,2023,Streets: Disposal,12-D,,12
Recession Reserve,0.0,0.0,0.0,0.0,0.0,0.0,20000000.0,20000000.0,2023,Finance: Recession Reserve,35-RR,Recession Reserve,35
Art Museum,0.0,0.0,0.0,2142000.0,0.0,0.0,0.0,2142000.0,2024,Art Museum,34,,34
Auditing (City Controller),10599672.0,508573.0,40000.0,0.0,0.0,0.0,0.0,11148245.0,2024,City Controller's Office,61,,61
Board of Ethics,1322433.0,52500.0,7500.0,0.0,0.0,0.0,0.0,1382433.0,2024,Board of Ethics,45,,45
Board of Revision of Taxes,1089023.0,80681.0,22727.0,0.0,0.0,0.0,0.0,1192431.0,2024,Board of Revision of Taxes,63,BRT,63
City Commissioners,11193816.0,14740101.0,3183733.0,0.0,0.0,0.0,0.0,29117650.0,2024,City Commissioner's Office,73,City Commissioners,73
City Council,16700583.0,2521885.0,528650.0,100.0,0.0,100.0,100.0,19751418.0,2024,City Council,01,,01
City Treasurer,1819025.0,3251903.0,43724.0,0.0,0.0,0.0,0.0,5114652.0,2024,Office of the City Treasurer,40,City Treasurer,40
Civil Service Commission,183057.0,29500.0,1094.0,0.0,0.0,0.0,13360000.0,13573651.0,2024,Civil Service Commission,55,,55
Commerce,5767611.0,12246293.0,26654.0,505000.0,0.0,0.0,0.0,18545558.0,2024,Office of the Director of Commerce,42,Commerce,42
Commerce-Convention Center Subsidy,0.0,15000000.0,0.0,0.0,0.0,0.0,0.0,15000000.0,2024,Commerce: Convention Center Subsidy,42-CC,,42
Commerce-Economic Stimulus,0.0,16334550.0,0.0,0.0,0.0,0.0,0.0,16334550.0,2024,Commerce: Economic Stimulus,42-ES,,42
District Attorney,46912929.0,3373866.0,832275.0,0.0,0.0,0.0,0.0,51119070.0,2024,District Attorney's Office,69,DAO,69
Finance,11795202.0,5000698.0,47024.0,25758000.0,0.0,40612698.0,0.0,83213622.0,2024,Office of the Director of Finance,35,Finance,35
Finance-Budget Stabilization,0.0,0.0,0.0,0.0,0.0,42261000.0,0.0,42261000.0,2024,Finance: Budget Stabilization Reserve,35-BSR,,35
Finance-Community College Subsidy,0.0,0.0,0.0,51003181.0,0.0,0.0,0.0,51003181.0,2024,Finance: Community College Subsidy,35-CC,,35
Finance-Employee Benefits,1660996026.0,0.0,0.0,0.0,0.0,0.0,0.0,1660996026.0,2024,Finance: Employee Benefits,35-EB,Employee Benefits,35
Finance-Hero Scholarship Awards,0.0,0.0,0.0,50000.0,0.0,0.0,0.0,50000.0,2024,Finance: Hero Scholarship Awards,35-HA,,35
Finance-Indemnities,0.0,0.0,0.0,49246000.0,0.0,0.0,0.0,49246000.0,2024,Finance: Indemnities,35-IN,,35
Finance-Refunds,0.0,0.0,0.0,250000.0,0.0,0.0,0.0,250000.0,2024,Finance: Refunds,35-R,,35
Finance-Reg #32,5200000.0,0.0,0.0,0.0,0.0,0.0,0.0,5200000.0,2024,Finance: Reg #32,35-R32,,35
Finance-School District Contribution,0.0,0.0,0.0,282052590.0,0.0,0.0,0.0,282052590.0,2024,Finance: School District Contribution,35-SD,,35
Finance-Witness Fees,0.0,180094.0,0.0,0.0,0.0,0.0,0.0,180094.0,2024,Finance: Witness Fees,35-WF,,35
Fire,365611225.0,13854729.0,14142530.0,0.0,0.0,7186300.0,0.0,400794784.0,2024,Fire Department,13,Fire,13
First Judicial District,116833778.0,9875191.0,2343461.0,0.0,0.0,0.0,0.0,129052430.0,2024,First Judicial District,84,FJD,84
Fleet Services,21146675.0,6430287.0,27676744.0,0.0,0.0,0.0,0.0,55253706.0,2024,Office of Fleet Management,25,Fleet,25
Fleet Services -Vehicle Lease/Purch.,0.0,0.0,15359245.0,0.0,0.0,0.0,0.0,15359245.0,2024,Fleet: Vehicle Lease/Purchases,25-V,,25
Free Library,59121703.0,4299722.0,7513098.0,0.0,0.0,0.0,0.0,70934523.0,2024,The Free Library of Philadelphia,52,Free Library,52
Human Relations Commission,2646469.0,71901.0,38031.0,0.0,0.0,0.0,0.0,2756401.0,2024,Commission on Human Relations,54,Human Relations,54
Human Services,37396767.0,180510950.0,1802170.0,0.0,0.0,0.0,0.0,219709887.0,2024,Department of Human Services,22,DHS,22
L&I-Board of Building Standards,86609.0,0.0,0.0,0.0,0.0,0.0,0.0,86609.0,2024,L&I: Board of Building and Standards,29,,29
L&I-Board of L&I Review,172107.0,10436.0,0.0,0.0,0.0,0.0,0.0,182543.0,2024,L&I: Board of Review,27,,27
Labor,4249815.0,497319.0,21420.0,0.0,0.0,0.0,0.0,4768554.0,2024,Labor,03,,03
Law,16857049.0,11813145.0,184676.0,0.0,0.0,0.0,0.0,28854870.0,2024,Law Department,44,Law,44
Licenses & Inspection,28501910.0,14946444.0,809475.0,0.0,0.0,0.0,0.0,44257829.0,2024,Department of Licenses and Inspections,26,L&I,26
Managing Director,31961256.0,147139729.0,3804618.0,4300000.0,0.0,0.0,0.0,187205603.0,2024,Managing Director's Office,10,MDO,10
Managing Director-Citizens Police Oversight Commission,2203640.0,808002.0,12000.0,0.0,0.0,0.0,0.0,3023642.0,2024,MDO: Citizens Police Oversight Commission,10-CP,,10
Managing Director-Defenders Association,0.0,61997780.0,0.0,0.0,0.0,0.0,0.0,61997780.0,2024,MDO: Legal Services,10-LS,,10
Mayor's Office,5288872.0,727680.0,51192.0,0.0,0.0,0.0,0.0,6067744.0,2024,Mayor's Office,05,Mayor,05
Mayor's Office - Scholarships,0.0,0.0,0.0,100000.0,0.0,0.0,0.0,100000.0,2024,Mayor's Office: Scholarships,05-S,,05
Mural Arts Program,629179.0,3054141.0,0.0,0.0,0.0,0.0,0.0,3683320.0,2024,Mural Arts Program,50,Mural Arts,50
Office of Behavioral Health and Intellectual disAbility,3661271.0,25259177.0,104000.0,0.0,0.0,0.0,0.0,29024448.0,2024,Behavioral Health and Intellectual Disability Services,15,DBH/IDS,15
Office of Children and Families,481098.0,0.0,0.0,0.0,0.0,0.0,0.0,481098.0,2024,Office of Children and Families,66,OCF,66
Office of Community Empowerment and Opportunity,1547054.0,1886857.0,15998.0,0.0,0.0,0.0,0.0,3449909.0,2024,Mayor's Office of Community Empowerment and Opportunity,08,CEO,08
Office of Homeless Services,10635985.0,69544170.0,344127.0,32421.0,0.0,0.0,0.0,80556703.0,2024,Office of Homeless Services,24,OHS,24
Office of Human Resources,6509982.0,6127871.0,72903.0,0.0,0.0,0.0,0.0,12710756.0,2024,Office of Human Resources,56,OHR,56
Office of Innovation and Technology,31866139.0,60080243.0,4469423.0,0.0,0.0,0.0,0.0,96415805.0,2024,Office of Innovation and Technology,04,OIT,04
Office of Innovation and Technology-911,1608732.0,22182390.0,8064399.0,0.0,0.0,0.0,0.0,31855521.0,2024,OIT: 911,04-911,,04
Office of Property Assessment,16021562.0,1926020.0,362600.0,0.0,0.0,0.0,0.0,18310182.0,2024,Office of Property Assessment,59,OPA,59
Office of Sustainability,1511901.0,1286984.0,1000.0,0.0,0.0,175000.0,0.0,2974885.0,2024,Office of Sustainability,49,Sustainability,49
Office of the Chief Administrative Officer,5749903.0,12306088.0,364968.0,0.0,0.0,0.0,0.0,18420959.0,2024,Office of the Chief Administrative Officer,65,CAO,65
Office of the Inspector General,2238188.0,99695.0,8665.0,0.0,0.0,0.0,0.0,2346548.0,2024,Office of the Inspector General,48,OIG,48
Parks and Recreation,65706117.0,8673442.0,3538538.0,1500000.0,0.0,0.0,0.0,79418097.0,2024,Department of Parks and Recreation,16,Parks & Recreation,16
Planning and Development,7031654.0,21756463.0,116305.0,6500000.0,0.0,0.0,0.0,35404422.0,2024,Department of Planning and Development,72,Planning & Development,72
Police,800086615.0,16369164.0,16875982.0,0.0,0.0,22500000.0,0.0,855831761.0,2024,Police Department,11,Police,11
Prisons,172050282.0,111916569.0,7105822.0,1701757.0,0.0,0.0,0.0,292774430.0,2024,Philadelphia Prison System,23,Prisons,23
Procurement,3612226.0,3576628.0,46868.0,0.0,0.0,0.0,0.0,7235722.0,2024,Procurement Department,38,Procurement,38
Public Health,69046910.0,70157457.0,8608549.0,0.0,0.0,923404.0,0.0,148736320.0,2024,Department of Public Health,14,Public Health,14
Public Property,12395405.0,48484992.0,1405461.0,0.0,0.0,33373310.0,0.0,95659168.0,2024,Department of Public Property,20,Public Property,20
Public Property-SEPTA Subsidy,0.0,109567000.0,0.0,0.0,0.0,0.0,0.0,109567000.0,2024,Public Property: SEPTA Subsidy,20-SS,,20
Public Property-Space Rentals,0.0,37448243.0,0.0,0.0,0.0,0.0,0.0,37448243.0,2024,Public Property: Space Rentals,20-SR,,20
Public Property-Utilities,0.0,31162103.0,0.0,0.0,0.0,0.0,0.0,31162103.0,2024,Public Property: Utilities,20-U,,20
Records,3616541.0,804122.0,143758.0,0.0,0.0,0.0,0.0,4564421.0,2024,Department of Records,31,Records,31
